setup,platform_schema,signal_name,scope,metric,physical_meaning,source_interface,unit,measurement_status,requested_interval_s,historical_source_status,analysis_missing_value_treatment
B,DDR5,Core3 (Socket 0).16_TEMP,"Core 3, socket 0",TEMP,Thermal headroom relative to TjMax; zero corresponds to the maximum junction temperature,Intel PCM CSV,degree Celsius below TjMax,processor thermal sensor reported by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core3 (Socket 0).17_INST,"Core 3, socket 0",INST,Retired instructions during the reporting interval,Intel PCM CSV,million instructions,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core3 (Socket 0).18_ACYC,"Core 3, socket 0",ACYC,Unhalted core cycles during the reporting interval,Intel PCM CSV,million cycles,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core3 (Socket 0).19_TIME(ticks),"Core 3, socket 0",TIME(ticks),Invariant timestamp counter ticks during the reporting interval,Intel PCM CSV,million ticks,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core3 (Socket 0).20_PhysIPC,"Core 3, socket 0",PhysIPC,Instructions retired per physical core cycle,Intel PCM CSV,instructions/cycle,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core3 (Socket 0).21_PhysIPC%,"Core 3, socket 0",PhysIPC%,Physical core IPC as a percentage of the processor maximum IPC,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core3 (Socket 0).22_INSTnom,"Core 3, socket 0",INSTnom,Total instruction execution rate normalized to nominal cycles,Intel PCM CSV,instructions/nominal cycle,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core3 (Socket 0).23_INSTnom%,"Core 3, socket 0",INSTnom%,Normalized instruction execution rate as a percentage of the processor maximum IPC,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0)_EXEC,"Core 4, socket 0",EXEC,Instructions retired per nominal CPU cycle,Intel PCM CSV,ratio,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).1_IPC,"Core 4, socket 0",IPC,Instructions retired per unhalted CPU cycle,Intel PCM CSV,instructions/cycle,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).2_FREQ,"Core 4, socket 0",FREQ,Unhalted clock ticks divided by invariant timer ticks,Intel PCM CSV,ratio to nominal frequency,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).3_AFREQ,"Core 4, socket 0",AFREQ,Unhalted clock ticks divided by invariant timer ticks while the core is in C0,Intel PCM CSV,ratio to nominal frequency,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).4_CFREQ,"Core 4, socket 0",CFREQ,Average active core frequency,Intel PCM CSV,GHz,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).5_L3MISS,"Core 4, socket 0",L3MISS,L3 read cache misses during the reporting interval,Intel PCM CSV,million misses,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).6_L2MISS,"Core 4, socket 0",L2MISS,L2 read cache misses during the reporting interval; the PCM definition may include hits in another core's L2,Intel PCM CSV,million misses,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).7_L3HIT,"Core 4, socket 0",L3HIT,L3 read cache hit ratio,Intel PCM CSV,fraction,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).8_L2HIT,"Core 4, socket 0",L2HIT,L2 read cache hit ratio,Intel PCM CSV,fraction,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).9_L3MPI,"Core 4, socket 0",L3MPI,L3 read cache misses per retired instruction,Intel PCM CSV,misses/instruction,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).10_L2MPI,"Core 4, socket 0",L2MPI,L2 read cache misses per retired instruction,Intel PCM CSV,misses/instruction,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).11_C0res%,"Core 4, socket 0",C0res%,Residency in processor power state C0 during the reporting interval,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).12_C1res%,"Core 4, socket 0",C1res%,Residency in processor power state C1 during the reporting interval,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).13_C3res%,"Core 4, socket 0",C3res%,Residency in processor power state C3 during the reporting interval,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).14_C6res%,"Core 4, socket 0",C6res%,Residency in processor power state C6 during the reporting interval,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).15_C7res%,"Core 4, socket 0",C7res%,Residency in processor power state C7 during the reporting interval,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).16_TEMP,"Core 4, socket 0",TEMP,Thermal headroom relative to TjMax; zero corresponds to the maximum junction temperature,Intel PCM CSV,degree Celsius below TjMax,processor thermal sensor reported by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).17_INST,"Core 4, socket 0",INST,Retired instructions during the reporting interval,Intel PCM CSV,million instructions,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).18_ACYC,"Core 4, socket 0",ACYC,Unhalted core cycles during the reporting interval,Intel PCM CSV,million cycles,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).19_TIME(ticks),"Core 4, socket 0",TIME(ticks),Invariant timestamp counter ticks during the reporting interval,Intel PCM CSV,million ticks,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).20_PhysIPC,"Core 4, socket 0",PhysIPC,Instructions retired per physical core cycle,Intel PCM CSV,instructions/cycle,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).21_PhysIPC%,"Core 4, socket 0",PhysIPC%,Physical core IPC as a percentage of the processor maximum IPC,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).22_INSTnom,"Core 4, socket 0",INSTnom,Total instruction execution rate normalized to nominal cycles,Intel PCM CSV,instructions/nominal cycle,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core4 (Socket 0).23_INSTnom%,"Core 4, socket 0",INSTnom%,Normalized instruction execution rate as a percentage of the processor maximum IPC,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0)_EXEC,"Core 5, socket 0",EXEC,Instructions retired per nominal CPU cycle,Intel PCM CSV,ratio,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).1_IPC,"Core 5, socket 0",IPC,Instructions retired per unhalted CPU cycle,Intel PCM CSV,instructions/cycle,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).2_FREQ,"Core 5, socket 0",FREQ,Unhalted clock ticks divided by invariant timer ticks,Intel PCM CSV,ratio to nominal frequency,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).3_AFREQ,"Core 5, socket 0",AFREQ,Unhalted clock ticks divided by invariant timer ticks while the core is in C0,Intel PCM CSV,ratio to nominal frequency,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).4_CFREQ,"Core 5, socket 0",CFREQ,Average active core frequency,Intel PCM CSV,GHz,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).5_L3MISS,"Core 5, socket 0",L3MISS,L3 read cache misses during the reporting interval,Intel PCM CSV,million misses,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).6_L2MISS,"Core 5, socket 0",L2MISS,L2 read cache misses during the reporting interval; the PCM definition may include hits in another core's L2,Intel PCM CSV,million misses,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).7_L3HIT,"Core 5, socket 0",L3HIT,L3 read cache hit ratio,Intel PCM CSV,fraction,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).8_L2HIT,"Core 5, socket 0",L2HIT,L2 read cache hit ratio,Intel PCM CSV,fraction,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).9_L3MPI,"Core 5, socket 0",L3MPI,L3 read cache misses per retired instruction,Intel PCM CSV,misses/instruction,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).10_L2MPI,"Core 5, socket 0",L2MPI,L2 read cache misses per retired instruction,Intel PCM CSV,misses/instruction,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).11_C0res%,"Core 5, socket 0",C0res%,Residency in processor power state C0 during the reporting interval,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).12_C1res%,"Core 5, socket 0",C1res%,Residency in processor power state C1 during the reporting interval,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).13_C3res%,"Core 5, socket 0",C3res%,Residency in processor power state C3 during the reporting interval,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).14_C6res%,"Core 5, socket 0",C6res%,Residency in processor power state C6 during the reporting interval,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).15_C7res%,"Core 5, socket 0",C7res%,Residency in processor power state C7 during the reporting interval,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).16_TEMP,"Core 5, socket 0",TEMP,Thermal headroom relative to TjMax; zero corresponds to the maximum junction temperature,Intel PCM CSV,degree Celsius below TjMax,processor thermal sensor reported by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).17_INST,"Core 5, socket 0",INST,Retired instructions during the reporting interval,Intel PCM CSV,million instructions,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).18_ACYC,"Core 5, socket 0",ACYC,Unhalted core cycles during the reporting interval,Intel PCM CSV,million cycles,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).19_TIME(ticks),"Core 5, socket 0",TIME(ticks),Invariant timestamp counter ticks during the reporting interval,Intel PCM CSV,million ticks,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).20_PhysIPC,"Core 5, socket 0",PhysIPC,Instructions retired per physical core cycle,Intel PCM CSV,instructions/cycle,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).21_PhysIPC%,"Core 5, socket 0",PhysIPC%,Physical core IPC as a percentage of the processor maximum IPC,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).22_INSTnom,"Core 5, socket 0",INSTnom,Total instruction execution rate normalized to nominal cycles,Intel PCM CSV,instructions/nominal cycle,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core5 (Socket 0).23_INSTnom%,"Core 5, socket 0",INSTnom%,Normalized instruction execution rate as a percentage of the processor maximum IPC,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0)_EXEC,"Core 6, socket 0",EXEC,Instructions retired per nominal CPU cycle,Intel PCM CSV,ratio,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).1_IPC,"Core 6, socket 0",IPC,Instructions retired per unhalted CPU cycle,Intel PCM CSV,instructions/cycle,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).2_FREQ,"Core 6, socket 0",FREQ,Unhalted clock ticks divided by invariant timer ticks,Intel PCM CSV,ratio to nominal frequency,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).3_AFREQ,"Core 6, socket 0",AFREQ,Unhalted clock ticks divided by invariant timer ticks while the core is in C0,Intel PCM CSV,ratio to nominal frequency,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).4_CFREQ,"Core 6, socket 0",CFREQ,Average active core frequency,Intel PCM CSV,GHz,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).5_L3MISS,"Core 6, socket 0",L3MISS,L3 read cache misses during the reporting interval,Intel PCM CSV,million misses,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).6_L2MISS,"Core 6, socket 0",L2MISS,L2 read cache misses during the reporting interval; the PCM definition may include hits in another core's L2,Intel PCM CSV,million misses,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).7_L3HIT,"Core 6, socket 0",L3HIT,L3 read cache hit ratio,Intel PCM CSV,fraction,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).8_L2HIT,"Core 6, socket 0",L2HIT,L2 read cache hit ratio,Intel PCM CSV,fraction,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).9_L3MPI,"Core 6, socket 0",L3MPI,L3 read cache misses per retired instruction,Intel PCM CSV,misses/instruction,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).10_L2MPI,"Core 6, socket 0",L2MPI,L2 read cache misses per retired instruction,Intel PCM CSV,misses/instruction,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).11_C0res%,"Core 6, socket 0",C0res%,Residency in processor power state C0 during the reporting interval,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).12_C1res%,"Core 6, socket 0",C1res%,Residency in processor power state C1 during the reporting interval,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).13_C3res%,"Core 6, socket 0",C3res%,Residency in processor power state C3 during the reporting interval,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).14_C6res%,"Core 6, socket 0",C6res%,Residency in processor power state C6 during the reporting interval,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).15_C7res%,"Core 6, socket 0",C7res%,Residency in processor power state C7 during the reporting interval,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).16_TEMP,"Core 6, socket 0",TEMP,Thermal headroom relative to TjMax; zero corresponds to the maximum junction temperature,Intel PCM CSV,degree Celsius below TjMax,processor thermal sensor reported by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).17_INST,"Core 6, socket 0",INST,Retired instructions during the reporting interval,Intel PCM CSV,million instructions,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).18_ACYC,"Core 6, socket 0",ACYC,Unhalted core cycles during the reporting interval,Intel PCM CSV,million cycles,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).19_TIME(ticks),"Core 6, socket 0",TIME(ticks),Invariant timestamp counter ticks during the reporting interval,Intel PCM CSV,million ticks,counter delta scaled by Intel PCM,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).20_PhysIPC,"Core 6, socket 0",PhysIPC,Instructions retired per physical core cycle,Intel PCM CSV,instructions/cycle,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).21_PhysIPC%,"Core 6, socket 0",PhysIPC%,Physical core IPC as a percentage of the processor maximum IPC,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).22_INSTnom,"Core 6, socket 0",INSTnom,Total instruction execution rate normalized to nominal cycles,Intel PCM CSV,instructions/nominal cycle,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
B,DDR5,Core6 (Socket 0).23_INSTnom%,"Core 6, socket 0",INSTnom%,Normalized instruction execution rate as a percentage of the processor maximum IPC,Intel PCM CSV,%,derived from hardware counters,0.001 requested,Preserved Intel PCM field,"Drop rows where every numeric candidate is NaN; fill remaining NaN values with the feature's benign mean when available, otherwise the global feature mean; center by the same mean; exclude constant features."
